 Packet Length Std, Bwd Packet Length Mean,Bwd Packet Length Max, Average Packet Size, Packet Length Variance, Packet Length Mean, Max Packet Length, Bwd Packet Length Std, Avg Bwd Segment Size, Label
1128.210704,1689.323077,4380,917.768595,1272859.394,910.2459016,4380,1040.572996,1689.323077,BENIGN
730.4289702,808.6315789,2989,446.3333333,533526.4805,434.2702703,2989,869.609121,808.6315789,BENIGN
487.2544352,554.0,1448,237.4615385,237416.8846,220.5,1448,738.2692598,554.0,BENIGN
41.10960958,110.0,110,75.0,1690.0,66.66666667,110,0.0,110.0,BENIGN
72.74613392,176.0,176,138.0,5292.0,92.0,176,0.0,176.0,BENIGN
2096.202068,13.0,20,1453.375,4394063.111,1291.888889,5755,9.899494937,13.0,BENIGN
492.284802,420.2727273,1460,301.7894737,242344.3263,286.7,1460,604.9924117,420.2727273,BENIGN
391.5323148,254.5,1018,231.8571429,153297.5536,202.875,1018,509.0,254.5,BENIGN
802.9991628,572.3846154,3262,371.44,644807.6554,357.1538462,3262,1062.001769,572.3846154,BENIGN
1092.172783,1806.385714,4344,1030.869919,1192841.387,1022.556452,4344,832.6840362,1806.385714,BENIGN
422.6694019,398.6153846,1430,231.6296296,178649.4233,223.3571429,1430,570.411626,398.6153846,BENIGN
29.90317709,107.5,122,96.5,894.2,77.2,122,20.50609665,107.5,BENIGN
110.6931652,51.6,384,43.87878788,12252.97683,42.58823529,384,134.962852,51.6,BENIGN
977.7294253,1167.0,2920,504.3333333,955954.8292,472.8125,2920,1389.577634,1167.0,BENIGN
249.6360298,95.11111111,209,179.3684211,62318.14737,170.4,649,107.1137765,95.11111111,BENIGN
925.6063958,1098.0,2920,464.5333333,856747.2,435.5,2920,1311.326199,1098.0,BENIGN
434.6985103,406.9090909,1460,195.0,188962.7949,187.7777778,1460,629.3757947,406.9090909,BENIGN
152.4204711,305.0,305,193.5,23232.0,129.0,305,0.0,305.0,BENIGN
61.892649,158.0,158,112.75,3830.7,90.2,158,0.0,158.0,BENIGN
459.5485168,276.0,1092,285.0,211184.8393,249.375,1092,544.0073529,276.0,BENIGN
598.232801,479.1,1460,378.1052632,357882.4842,359.2,1829,631.1931295,479.1,BENIGN
254.7571547,95.0,209,182.0526316,64901.20789,172.95,666,106.9824752,95.0,BENIGN
20.81345719,81.0,81,72.75,433.2,58.2,81,0.0,81.0,BENIGN
81.61066107,187.0,187,122.0,6660.3,97.6,187,0.0,187.0,BENIGN
42.93960321,127.0,127,74.83333333,1843.809524,64.14285714,127,0.0,127.0,BENIGN
324.0158538,173.8679245,2048,292.4216867,104986.2735,288.9404762,2048,299.3508385,173.8679245,BENIGN
472.7079518,446.8333333,1400,297.75,223452.8077,274.8461538,1400,662.3251216,446.8333333,BENIGN
655.233379,855.8333333,1927,410.6428571,429330.781,383.2666667,1927,855.731831,855.8333333,BENIGN
36.37306696,103.0,103,91.5,1323.0,61.0,103,0.0,103.0,BENIGN
2254.591773,6.8,20,778.7333333,5083184.063,730.0625,8760,5.006662228,6.8,BENIGN
2992.233243,6.888888889,20,834.3571429,8953459.781,778.7333333,11595,5.30199124,6.888888889,BENIGN
741.2865368,941.8846154,3411,519.9393939,549505.7297,514.74,3411,821.3388795,941.8846154,BENIGN
35.21836642,99.0,99,87.5,1240.333333,58.33333333,99,0.0,99.0,BENIGN
42.72235949,116.0,116,86.5,1825.2,69.2,116,0.0,116.0,BENIGN
699.1210418,547.6428571,2636,307.3448276,488770.231,297.1,2636,953.8895765,547.6428571,BENIGN
70.10848736,193.0,193,145.25,4915.2,116.2,193,0.0,193.0,BENIGN
415.8782995,358.5,1430,204.7083333,172954.76,196.52,1430,563.677132,358.5,BENIGN
290.0468161,174.4,860,146.0,84127.15556,131.4,860,383.2737925,174.4,BENIGN
562.0840096,752.0,1460,354.9375,315938.4338,334.0588235,1460,698.1649757,752.0,BENIGN
502.2991477,607.7142857,1460,383.5,252304.4338,360.9411765,1460,629.1596814,607.7142857,BENIGN
28.86751346,111.0,111,116.5,833.3333333,77.66666667,111,0.0,111.0,BENIGN
1679.986285,2320.2,4380,897.1538462,2822353.918,833.0714286,4380,2207.341206,2320.2,DDoS
270.6331201,131.0,510,169.1428571,73242.28571,148.0,654,252.6737026,131.0,BENIGN
1149.374224,1510.22449,4380,841.4269663,1321061.106,832.0777778,4380,1189.947185,1510.22449,BENIGN
464.9918723,320.1111111,2021,185.6842105,216217.4413,180.9230769,2021,636.1654325,320.1111111,BENIGN
59.15403621,151.0,151,107.75,3499.2,86.2,151,0.0,151.0,BENIGN
1242.847906,323.9047619,1430,725.047619,1544670.917,708.1860465,5520,544.4336419,323.9047619,BENIGN
154.3320046,70.125,549,60.1875,23818.36765,56.64705882,549,193.5137038,70.125,BENIGN
245.6191723,122.6666667,368,180.5,60328.77778,160.4444444,538,212.4648991,122.6666667,BENIGN
529.3264089,305.5,2860,176.9310345,280186.4471,171.0333333,2860,763.5241924,305.5,BENIGN
43.98295124,109.5,149,92.5,1934.5,74.0,149,55.86143571,109.5,BENIGN
791.7650282,853.057971,2920,537.302521,626891.8599,532.825,2920,914.4568604,853.057971,BENIGN
434.3645162,276.5,1432,241.1538462,188672.533,223.9285714,1432,571.9614497,276.5,BENIGN
26.34930197,89.0,89,58.83333333,694.2857143,50.42857143,89,0.0,89.0,BENIGN
76.13343549,181.0,181,122.0,5796.3,97.6,181,0.0,181.0,BENIGN
54.77225575,130.0,130,87.5,3000.0,70.0,130,0.0,130.0,BENIGN
9.814954576,0.0,0,17.5,96.33333333,11.66666667,23,0.0,0.0,BENIGN
748.1120016,1217.358974,3128,623.3,559671.567,615.6049383,3128,650.4249011,1217.358974,BENIGN
535.7885992,734.25,1471,289.9166667,287069.4231,267.6153846,1471,844.3902632,734.25,BENIGN
413.940014,222.2857143,1370,210.8461538,171346.3352,195.7857143,1370,508.4062399,222.2857143,BENIGN
345.3039408,185.2222222,741,308.171875,119234.8115,303.4307692,885,216.9335792,185.2222222,BENIGN
414.936361,472.0714286,1460,297.625,172172.1837,288.6060606,1460,519.667714,472.0714286,BENIGN
8.432740427,59.0,59,56.375,71.11111111,50.11111111,59,0.0,59.0,BENIGN
42.16040797,92.5,132,66.75,1777.5,59.33333333,132,45.61067127,92.5,BENIGN
80.24775572,26.30769231,276,27.13793103,6439.702299,26.23333333,361,75.04152696,26.30769231,BENIGN
156.4694081,43.5625,529,54.61111111,24482.67568,53.13513514,634,136.0641852,43.5625,BENIGN
131.4534138,281.0,281,171.25,17280.0,137.0,281,0.0,281.0,BENIGN
485.8739624,590.7142857,1430,291.75,236073.5074,274.5882353,1430,649.6372614,590.7142857,BENIGN
33.95879857,106.0,106,86.0,1153.2,68.8,106,0.0,106.0,BENIGN
757.3815419,822.0,2920,354.1333333,573626.8,332.0,2920,1118.893739,822.0,BENIGN
803.7928796,1118.5,2920,557.1052632,646082.9933,542.8205128,2920,884.6346039,1118.5,BENIGN
7.807200584,51.0,51,46.16666667,60.95238095,39.57142857,51,0.0,51.0,BENIGN
341.6884733,251.5789474,1430,164.8648649,116751.0128,160.5263158,1430,460.6311269,251.5789474,BENIGN
1903.962654,8.666666667,20,1292.555556,3625073.789,1163.3,4380,10.26320288,8.666666667,BENIGN
519.2409845,0.0,0,474.0,269611.2,379.2,948,0.0,0.0,BENIGN
64.69243473,51.5,80,75.5,4185.111111,67.11111111,170,33.75894943,51.5,BENIGN
41.56921938,112.0,112,96.0,1728.0,64.0,112,0.0,112.0,BENIGN
45.61067127,137.0,137,126.5,2080.333333,84.33333333,137,0.0,137.0,BENIGN
295.3950335,63.07142857,316,125.7333333,87258.22581,121.6774194,1460,123.5428697,63.07142857,BENIGN
56.58032638,146.0,146,121.0,3201.333333,80.66666667,146,0.0,146.0,BENIGN
1131.658938,1776.021583,4344,1033.618194,1280651.951,1032.906336,4344,959.9383231,1776.021583,BENIGN
1211.955714,1871.967742,4380,1143.576923,1468836.654,1122.0,4380,1055.083645,1871.967742,BENIGN
757.3824756,1295.527778,2920,796.28,573628.2144,789.9603175,2920,609.6384745,1295.527778,BENIGN
15.33623161,82.0,82,81.5,235.2,65.2,82,0.0,82.0,BENIGN
52.58136552,148.0,148,113.0,2764.8,90.4,148,0.0,148.0,BENIGN
679.6928467,589.5,1556,561.6315789,461982.3658,533.55,1556,748.2669236,589.5,BENIGN
1154.998244,1852.307692,2920,908.537037,1334020.944,892.0181818,2920,1029.068346,1852.307692,BENIGN
54.22453319,131.0,131,89.5,2940.3,71.6,131,0.0,131.0,BENIGN
40.41451884,113.0,113,99.5,1633.333333,66.33333333,113,0.0,113.0,BENIGN
41.67733197,125.5,142,102.5,1737.0,82.0,142,23.33452378,125.5,BENIGN
1145.547513,1699.97561,4344,1075.274809,1312279.105,1067.128788,4344,1024.614182,1699.97561,BENIGN
367.9219864,321.1052632,1460,184.8333333,135366.588,180.5348837,1460,504.3888375,321.1052632,BENIGN
525.1935159,672.0,1460,310.0666667,275828.2292,290.6875,1460,724.1985915,672.0,BENIGN
30.12474066,91.0,91,72.5,907.5,58.0,91,0.0,91.0,BENIGN
375.0111427,240.75,963,223.7142857,140633.3571,195.75,963,481.5,240.75,BENIGN
412.8095808,193.25,773,230.25,170411.75,204.6666667,1069,386.5,193.25,BENIGN
530.3636331,689.0,1460,357.7333333,281285.5833,335.375,1460,659.6931105,689.0,BENIGN
2531.897332,1935.5,7215,1293.222222,6410504.1,1163.9,7215,3122.940009,1935.5,DDoS
40.98780306,116.0,116,65.33333333,1680.0,56.0,116,0.0,116.0,BENIGN
964.5580086,1568.957672,4380,955.8370607,930372.1519,952.7929936,4380,765.9035259,1568.957672,BENIGN
413.075981,350.2222222,1432,196.2222222,170631.7661,185.8947368,1432,566.7655551,350.2222222,BENIGN
779.3227688,588.0,2952,348.0,607343.978,323.1428571,2952,1166.112173,588.0,BENIGN
21.9089023,72.0,72,60.0,480.0,48.0,72,0.0,72.0,BENIGN
659.0444472,867.5,2021,373.2,434339.5833,349.875,2021,883.0519237,867.5,BENIGN
254.9150188,129.0196078,1430,124.5604396,64981.66679,123.8797814,1430,290.5732123,129.0196078,BENIGN
28.48157299,82.0,82,63.5,811.2,50.8,82,0.0,82.0,BENIGN
831.6712599,744.2727273,3690,395.3953488,691677.0846,386.4090909,3690,1068.806017,744.2727273,BENIGN
510.4575194,401.2,1635,306.0588235,260566.8791,289.0555556,1635,627.8005345,401.2,BENIGN
786.9967066,1034.142857,2611,476.25,619363.8162,448.2352941,2611,981.8826183,1034.142857,BENIGN
60.24948133,146.0,146,100.0,3630.0,80.0,146,0.0,146.0,BENIGN
616.8804994,549.4285714,2433,314.862069,380541.5506,304.3666667,2433,805.3232236,549.4285714,BENIGN
560.7041509,665.8,1680,370.7833333,314389.1448,364.704918,1680,668.9852016,665.8,BENIGN
7.807200584,65.0,65,62.5,60.95238095,53.57142857,65,0.0,65.0,BENIGN
32.31563089,102.0,102,83.25,1044.3,66.6,102,0.0,102.0,BENIGN
538.4548395,617.4615385,1460,370.6052632,289933.6141,365.7922078,1460,644.915084,617.4615385,BENIGN
1111.4223,1671.405405,2896,908.6521739,1235259.528,895.6714286,2896,1022.798841,1671.405405,BENIGN
76.21023553,176.0,176,132.0,5808.0,88.0,176,0.0,176.0,BENIGN
328.158544,203.5,1460,131.1111111,107688.03,127.5675676,1460,449.9894814,203.5,BENIGN
470.6253995,259.7142857,1806,162.7142857,221488.2667,151.8666667,1806,681.8537757,259.7142857,BENIGN
29.27700219,102.0,102,69.0,857.1428571,59.14285714,102,0.0,102.0,BENIGN
345.3789934,336.9473684,913,224.0465116,119286.649,218.9545455,913,451.915242,336.9473684,BENIGN
1110.930429,1836.416667,4344,1004.648649,1234166.418,995.6785714,4344,874.1511193,1836.416667,BENIGN
1025.189287,1426.555556,4380,924.3121387,1051013.075,919.0,4380,998.3315645,1426.555556,BENIGN
477.4912149,573.0,1430,283.5625,227997.8603,266.8823529,1430,642.7998652,573.0,BENIGN
471.6393997,522.6363636,1460,293.9166667,222443.7233,282.16,1460,623.2805585,522.6363636,BENIGN
612.0872305,892.75,1460,418.0,374650.7778,396.0,1460,686.0261865,892.75,BENIGN
15.17359863,38.0,38,31.16666667,230.2380952,26.71428571,38,0.0,38.0,BENIGN
1024.179703,1500.3,2896,851.6111111,1048944.064,806.7894737,2896,979.3984605,1500.3,BENIGN
440.8058153,339.3846154,1460,225.0909091,194309.7668,215.3043478,1460,560.2210187,339.3846154,BENIGN
1128.231193,6.0,6,1075.62963,1272905.624,1056.072727,2910,0.0,6.0,BENIGN
1015.886065,1025.666667,2896,963.8755556,1032024.497,959.6106195,2896,754.0758942,1025.666667,BENIGN
43.8178046,119.0,119,88.75,1920.0,71.0,119,0.0,119.0,BENIGN
763.4039243,176.4210526,1400,212.2926829,582785.5517,207.2380952,4661,423.1956884,176.4210526,BENIGN
126.5239108,262.0,262,154.25,16008.3,123.4,262,0.0,262.0,BENIGN
14.95603864,17.44,50,13.6,223.6830918,13.30434783,50,15.81159912,17.44,BENIGN
41.62691437,111.0,111,81.75,1732.8,65.4,111,0.0,111.0,BENIGN
339.0847977,229.25,917,194.0,114978.5,169.75,917,458.5,229.25,BENIGN
50.25885376,140.0,140,77.5,2525.952381,66.42857143,140,0.0,140.0,BENIGN
606.4073951,502.6666667,2316,310.2272727,367729.9289,296.7391304,2316,788.367281,502.6666667,BENIGN
8.831760866,65.0,68,70.0,78.0,56.0,68,4.242640687,65.0,BENIGN
686.5865035,720.2941176,2912,396.7272727,471401.0267,385.0588235,2912,853.5516069,720.2941176,BENIGN
375.6981834,155.2857143,348,228.9677419,141149.125,221.8125,1583,127.2438172,155.2857143,BENIGN
278.2610865,186.9545455,317,273.4042553,77429.23227,267.7083333,687,158.090835,186.9545455,BENIGN
475.9974744,572.8571429,1410,285.0625,226573.5956,268.2941176,1410,641.1225646,572.8571429,BENIGN
451.178668,439.5555556,1496,274.85,203562.1905,261.7619048,1496,616.7434862,439.5555556,BENIGN
1053.969244,1746.562914,4344,1172.09628,1110851.168,1169.537118,4344,835.5590491,1746.562914,BENIGN
250.73289,105.25,421,150.7142857,62866.98214,131.875,634,210.5,105.25,BENIGN
61.34492644,167.0,167,124.75,3763.2,99.8,167,0.0,167.0,BENIGN
459.6176855,336.3529412,1430,179.7647059,211248.4168,174.6285714,1430,624.1771525,336.3529412,BENIGN
48.49742261,128.0,128,108.0,2352.0,72.0,128,0.0,128.0,BENIGN
39.52395295,112.0,112,63.16666667,1562.142857,54.14285714,112,0.0,112.0,BENIGN
35.79571669,106.0,106,97.0,1281.333333,64.66666667,106,0.0,106.0,BENIGN
508.0920466,348.25,1393,276.25,258157.5278,245.5555556,1393,696.5,348.25,BENIGN
8.76356092,84.0,84,93.0,76.8,74.4,84,0.0,84.0,BENIGN
37.79285647,99.0,99,72.0,1428.3,57.6,99,0.0,99.0,BENIGN
630.816453,586.1,1689,458.0526316,397929.3974,435.15,1689,718.1339166,586.1,BENIGN
437.2886874,470.3333333,1418,225.6666667,191221.3961,215.4090909,1418,608.5575158,470.3333333,BENIGN
524.6838894,592.8333333,1764,257.0625,275293.1838,241.9411765,1764,800.7432589,592.8333333,BENIGN
628.0777848,420.6153846,2268,281.8076923,394481.7037,271.3703704,2268,800.4399351,420.6153846,BENIGN
453.0602076,338.9285714,1511,195.8928571,205263.5517,189.137931,1511,619.7256793,338.9285714,BENIGN
62.93117934,158.0,158,128.0,3960.333333,85.33333333,158,0.0,158.0,BENIGN
42.72391992,128.0,128,118.0,1825.333333,78.66666667,128,0.0,128.0,BENIGN
358.5417888,74.25,297,187.1428571,128552.2143,163.75,1013,148.5,74.25,BENIGN
643.8892447,655.7,1460,490.4705882,414593.3595,463.2222222,1460,704.5588139,655.7,BENIGN
53.11496964,145.0,158,110.25,2821.2,88.2,158,18.38477631,145.0,BENIGN
1226.658304,1577.73913,4380,972.9,1504690.595,949.1707317,4380,1232.147321,1577.73913,BENIGN
771.006495,1448.172414,2920,884.5360825,594451.0154,875.5102041,2920,429.4563735,1448.172414,BENIGN
289.0050885,147.25,997,150.0625,83523.94118,141.2352941,997,347.2359223,147.25,BENIGN
55.42562584,192.0,192,192.0,3072.0,128.0,192,0.0,192.0,BENIGN
1987.570568,6.8,20,730.4375,3950436.765,687.4705882,7215,5.006662228,6.8,BENIGN
200.7806156,99.46666667,746,71.6969697,40312.85561,69.58823529,746,262.4918684,99.46666667,BENIGN
1971.962102,152.5084746,2820,1065.952381,3888634.532,1055.896226,7100,459.7311198,152.5084746,BENIGN
8.76356092,55.0,55,56.75,76.8,45.4,55,0.0,55.0,BENIGN
12.04989627,66.0,66,66.0,145.2,52.8,66,0.0,66.0,BENIGN
47.92007234,131.0,131,113.5,2296.333333,75.66666667,131,0.0,131.0,BENIGN
38.74016004,119.5,126,96.75,1500.8,77.4,126,9.192388155,119.5,BENIGN
32.86335345,98.0,98,77.5,1080.0,62.0,98,0.0,98.0,BENIGN
57.15767665,149.0,149,124.5,3267.0,83.0,149,0.0,149.0,BENIGN
382.2027767,245.375,1448,159.8,146078.9625,149.8125,1448,518.2743172,245.375,BENIGN
250.8105462,183.0,976,124.9090909,62905.93007,123.3076923,976,332.933075,183.0,BENIGN
863.2763982,138.125,941,310.8125,745246.1397,292.5294118,3525,325.8033752,138.125,BENIGN
249.364897,130.509434,282,263.3614458,62182.85184,260.2261905,631,139.5049796,130.509434,BENIGN
886.1590771,1203.083333,2920,645.9166667,785277.91,620.08,2920,979.453972,1203.083333,BENIGN
450.6797131,312.1666667,2021,169.5263158,203112.2038,165.1794872,2021,633.9220819,312.1666667,BENIGN
564.2451271,671.1875,1460,373.9032258,318372.5635,362.21875,1460,670.0890706,671.1875,BENIGN
46.00869483,110.0,110,74.5,2116.8,59.6,110,0.0,110.0,BENIGN
424.0530533,260.9411765,1504,146.2121212,179820.992,141.9117647,1504,579.2102889,260.9411765,BENIGN
100.1209913,34.78571429,481,29.23333333,10024.2129,28.29032258,481,128.4392575,34.78571429,BENIGN
409.4284213,334.75,1430,226.1944444,167631.6321,220.0810811,1430,521.5944053,334.75,BENIGN
41.07919181,107.0,107,77.5,1687.5,62.0,107,0.0,107.0,BENIGN
80.82903769,182.0,182,133.0,6533.333333,88.66666667,182,0.0,182.0,BENIGN
501.3816203,533.7142857,1460,282.7333333,251383.5292,265.0625,1460,683.9080626,533.7142857,BENIGN
15.33623161,62.0,62,56.5,235.2,45.2,62,0.0,62.0,BENIGN
775.3245852,692.875,2920,399.9411765,601128.2124,377.7222222,2920,1074.139714,692.875,BENIGN
761.848801,721.7142857,2920,346.0625,580413.5956,325.7058824,2920,1107.536412,721.7142857,BENIGN
119.820919,32.0,288,41.11111111,14357.05263,38.94736842,452,96.0,32.0,BENIGN
1081.011494,1585.0,4380,929.0777778,1168585.849,918.8681319,4380,998.9865257,1585.0,BENIGN
36.69741135,105.0,105,81.0,1346.7,64.8,105,0.0,105.0,BENIGN
60.79720388,149.0,149,103.0,3696.3,82.4,149,0.0,149.0,BENIGN
154.7298721,6.0,6,186.6666667,23941.33333,140.0,274,0.0,6.0,BENIGN
135.2007572,45.23529412,305,61.41666667,18279.24474,59.75675676,517,103.966659,45.23529412,BENIGN
82.71529901,26.30769231,276,27.72413793,6841.82069,26.8,378,75.04152696,26.30769231,BENIGN
2602.118419,6.25,20,1029.071429,6771020.267,960.4666667,10135,6.181770435,6.25,BENIGN
248.7890142,130.7358491,282,263.0843373,61895.97361,259.952381,630,139.7947879,130.7358491,BENIGN
792.9983846,749.0,3149,583.5517241,628846.4379,564.1,3149,934.0997092,749.0,BENIGN
869.220763,1219.736842,2920,756.125,755544.7348,733.2121212,2920,855.4987397,1219.736842,BENIGN
472.6290955,551.25,1448,248.3,223378.2619,236.4761905,1448,668.6095914,551.25,BENIGN
530.227045,641.8888889,1460,363.1666667,281140.7193,344.0526316,1460,649.9218115,641.8888889,BENIGN
741.5057846,600.2,2896,239.5714286,549830.8286,223.6,2896,1283.66008,600.2,BENIGN
455.457293,387.25,1460,231.6451613,207441.3458,224.40625,1460,590.4360536,387.25,BENIGN
510.4240179,516.8333333,1722,273.8461538,260532.6781,263.7037037,1722,693.5047792,516.8333333,BENIGN
47.81910357,138.0,138,79.33333333,2286.666667,68.0,138,0.0,138.0,BENIGN
39.9837467,117.0,117,91.5,1598.7,73.2,117,0.0,117.0,BENIGN
905.791214,1116.09589,4344,703.6910569,820457.7233,698.016129,4344,975.4080793,1116.09589,BENIGN
475.2111564,465.6521739,1538,231.82,225825.6431,227.2745098,1538,626.0072327,465.6521739,BENIGN
25.84182656,87.0,109,80.5,667.8,64.4,109,31.11269837,87.0,BENIGN
211.0803718,106.1333333,796,74.72727273,44554.92335,72.52941176,796,280.0851571,106.1333333,BENIGN
893.7651922,1125.972318,4404,712.0486258,798816.2188,710.5464135,4404,923.6242581,1125.972318,BENIGN
1124.902192,1597.5,2854,820.5,1265404.941,772.2352941,2854,1186.063718,1597.5,BENIGN
174.8308676,60.71428571,844,48.53333333,30565.83226,46.96774194,844,225.450806,60.71428571,BENIGN
32.31563089,113.0,113,97.0,1044.3,77.6,113,0.0,113.0,BENIGN
385.1930929,297.65,1448,161.7209302,148373.7188,158.0454545,1448,524.4824291,297.65,BENIGN
102.4241183,222.0,222,137.25,10490.7,109.8,222,0.0,222.0,BENIGN
56.00297611,147.0,147,123.5,3136.333333,82.33333333,147,0.0,147.0,BENIGN
1148.749222,1815.05786,4344,1051.755319,1319624.775,1051.097561,4344,963.1145413,1815.05786,BENIGN
135.099963,283.0,283,190.5,18252.0,127.0,283,0.0,283.0,BENIGN
1021.042993,1632.8,2896,845.3589744,1042528.794,824.225,2896,870.9888875,1632.8,BENIGN
97.38240772,0.0,0,94.66666667,9483.333333,71.0,216,0.0,0.0,BENIGN
525.3468347,646.2,1507,279.6923077,275989.2967,259.7142857,1507,771.5855105,646.2,BENIGN
17.44037461,6.0,6,20.2,304.1666667,16.83333333,46,0.0,6.0,BENIGN
920.1517268,1241.22449,2820,747.6785714,846679.2003,738.8823529,2820,928.772426,1241.22449,BENIGN
20.8614477,74.0,90,68.5,435.2,54.8,90,22.627417,74.0,BENIGN
649.4221116,855.4615385,1460,538.9090909,421749.0791,515.4782609,1460,687.8566488,855.4615385,BENIGN
19.17028951,69.0,69,60.0,367.5,48.0,69,0.0,69.0,BENIGN
958.7456908,1117.769231,4380,614.02,919193.2996,601.9803922,4380,1119.006356,1117.769231,BENIGN
1109.074725,1786.589286,4344,1003.584158,1230046.746,993.745098,4344,910.740214,1786.589286,BENIGN
682.1564577,577.7272727,1779,469.6111111,465337.4327,444.8947368,1779,768.711271,577.7272727,BENIGN
29.76495222,97.0,97,62.33333333,885.952381,53.42857143,97,0.0,97.0,BENIGN
56.11425419,146.0,146,74.5,3148.809524,63.85714286,146,0.0,146.0,BENIGN
268.2852754,72.33333333,208,150.4615385,71976.98901,139.7142857,759,105.112638,72.33333333,BENIGN
235.5132459,156.6666667,756,141.9230769,55466.48901,131.7857143,756,298.3901249,156.6666667,BENIGN
160.0862167,17.42857143,244,36.25806452,25627.59677,35.125,880,65.21174303,17.42857143,BENIGN
357.9027094,123.375,1460,108.3030303,128094.3494,105.1176471,1510,372.2563409,123.375,BENIGN
35.21836642,133.0,133,138.5,1240.333333,92.33333333,133,0.0,133.0,BENIGN
456.1017744,465.6666667,1451,242.5714286,208028.8286,226.4,1451,667.0207393,465.6666667,BENIGN
694.7367745,1192.724138,1460,754.8229167,482659.1858,747.0412371,1460,539.3039957,1192.724138,BENIGN
2333.890099,2321.4,7215,1059.727273,5447042.992,971.4166667,7215,3327.769794,2321.4,DDoS
1081.07639,1782.803279,2896,1009.87156,1168726.16,1000.690909,2896,847.2000712,1782.803279,BENIGN
640.7315185,161.5,969,374.3636364,410536.8788,343.1666667,1701,395.5925935,161.5,BENIGN
12.59761882,61.0,61,59.0,158.7,47.2,61,0.0,61.0,BENIGN
54.16245405,142.0,142,73.16666667,2933.571429,62.71428571,142,0.0,142.0,BENIGN
1092.825846,1806.311475,2896,995.7857143,1194268.33,986.9734513,2896,858.3705793,1806.311475,BENIGN
377.5394556,267.5882353,1448,144.2972973,142536.0405,140.5,1448,531.8935583,267.5882353,BENIGN
672.056191,1032.6,2009,393.9285714,451659.5238,367.6666667,2009,860.9209023,1032.6,BENIGN
25.7429602,87.0,87,73.5,662.7,58.8,87,0.0,87.0,BENIGN
50.22947342,145.0,145,130.5,2523.0,87.0,145,0.0,145.0,BENIGN
1981.198108,20.0,20,1452.625,3925145.944,1291.222222,5840,0.0,20.0,BENIGN
46.18802154,169.0,169,173.5,2133.333333,115.6666667,169,0.0,169.0,BENIGN
691.8808776,1118.732673,1773,697.2168675,478699.1488,693.0419162,1773,573.7036673,1118.732673,BENIGN
560.3072303,766.25,1599,300.9166667,313944.1923,277.7692308,1599,883.1535823,766.25,BENIGN
237.8079664,129.9411765,553,122.1842105,56552.62888,119.0512821,624,241.4644049,129.9411765,BENIGN
531.2198003,641.0555556,2662,379.8333333,282194.4762,371.0,2662,686.9658329,641.0555556,BENIGN
462.2495542,438.1666667,1460,261.6086957,213674.6504,250.7083333,1460,595.8718339,438.1666667,BENIGN
0.0,0.0,0,55.5,0.0,37.0,37,0.0,0.0,BENIGN
531.9323534,355.2,1767,221.4,282952.0286,210.8571429,1767,744.0889732,355.2,BENIGN
3.286335345,56.0,56,65.5,10.8,52.4,56,0.0,56.0,BENIGN
220.076023,113.7142857,796,82.2,48433.45591,79.5483871,796,289.0566696,113.7142857,BENIGN
30.7408523,108.0,108,73.5,945.0,63.0,108,0.0,108.0,BENIGN
1089.473746,1749.30303,4344,927.9365079,1186953.044,913.4375,4344,918.1312027,1749.30303,BENIGN
236.0807301,153.5,614,131.5,55734.11111,116.8888889,614,307.0,153.5,BENIGN
444.4146127,261.0967742,3069,229.6,197504.348,226.9302326,3069,637.6198635,261.0967742,BENIGN
151.9006254,0.0,0,184.25,23073.8,147.4,312,0.0,0.0,BENIGN
401.6043326,359.0909091,1448,206.2083333,161286.04,197.96,1448,569.9183195,359.0909091,BENIGN
587.767486,577.0,2196,270.1764706,345470.6176,255.1666667,2196,879.1311999,577.0,BENIGN
650.6477236,865.9333333,2081,432.1875,423342.4602,419.0909091,2081,754.7345292,865.9333333,BENIGN
32.10918872,96.5,127,88.75,1031.0,71.0,127,43.13351365,96.5,BENIGN
72.19972299,176.0,210,129.5,5212.8,103.6,210,48.08326112,176.0,BENIGN
438.4800618,387.0833333,1430,210.36,192264.7646,202.2692308,1430,602.5986842,387.0833333,BENIGN
768.0507295,557.3333333,2733,421.0,589901.9231,388.6153846,2733,1075.763853,557.3333333,BENIGN
44.36552716,148.0,148,124.25,1968.3,99.4,148,0.0,148.0,BENIGN
709.0668247,940.8285714,2920,540.3174603,502775.7619,531.875,2920,740.7654025,940.8285714,BENIGN
579.7653132,776.875,1539,356.6842105,336127.8184,338.85,1539,734.5028323,776.875,BENIGN
586.3117254,407.8235294,2796,249.125,343761.4394,241.5757576,2796,772.8760602,407.8235294,BENIGN
693.7884469,484.9090909,2920,293.1904762,481342.4091,279.8636364,2920,953.197404,484.9090909,BENIGN
16.04402425,7.75,31,13.28571429,257.4107143,11.625,31,15.5,7.75,BENIGN
64.66323015,157.0,157,123.5,4181.333333,82.33333333,157,0.0,157.0,BENIGN
338.0696674,143.5,287,226.2,114291.1,188.5,838,202.9396462,143.5,BENIGN
45.033321,130.0,130,117.0,2028.0,78.0,130,0.0,130.0,BENIGN
117.2126273,242.0,242,142.0,13738.8,113.6,242,0.0,242.0,BENIGN
673.9873353,394.0,1576,370.7058824,454258.9281,350.1111111,1576,729.5462386,394.0,BENIGN
30.25290226,101.0,101,66.16666667,915.2380952,56.71428571,101,0.0,101.0,BENIGN
